id:12469769,daddy:data/luxurybagscsv.csv,name:SALVATORE FERRAGAMO  Gancio bar clutch,brand:Salvatore Ferragamo,price:HK$5475,description:The definition of Italian luxury Salvatore Ferragamo prides itself on a seamless blend of high-quality materials impeccable craftsmanship and a timeless design vision. Renowned for their sumptuous leather accessories the fashion house continues to reinvent and evolve classic pieces such as the foldover clutch. Made in Italy from textured leather this piece boasts the label's signature Gancio flip-lock fastening gold-tone hardware and ample interior space.,color:054 lipstick,style:677577,imglink:https://cdn-images.farfetch-contents.com/12/46/97/69/12469769_11694290_322.jpg
id:12543643,daddy:data/luxurybagscsv.csv,name:LOEWE  small Hammock bag,brand:Loewe,price:HK$14768,description:Modern versatile multi-functional the Hammock it isn’t just a bag it is also a design piece. Crafted in Spain this chameleon bag can be worn in so many different ways: shoulder bag hand-held or even as a crossbody different shapes for different moments of day. Crafted in Spain from soft calf leather and boasting a color block design this small Hammock bag from Loewe features round top handles a detachable and adjustable shoulder strap an open top design a spacious main internal compartment an embossed anagram a front zip pocket and finished with folded zipped sides.,color:8880 STONE BLUE MULTI,style:38730TS35,imglink:https://cdn-images.farfetch-contents.com/12/54/36/43/12543643_11899774_322.jpg
id:12543642,daddy:data/luxurybagscsv.csv,name:LOEWE  Puzzle bag,brand:Loewe,price:HK$16764,description:Since taking the helm as creative director of Loewe Jonathan Anderson has created many iconic pieces for the brand. One of which is this Puzzle bag now a signature piece of the Spanish heritage brand reintroduced in variations season after season. A prime example of the craftsmanship behind the brand this Puzzle bag is designed in an innovative cuboid shape. Its voluminous body features interior compartments and a top zip closure for maximum utility and comes with a detachable shoulder strap and is finished with an embossed Loewe anagram.,color:9189 BLUSH MULTITONE,style:32261US20,imglink:https://cdn-images.farfetch-contents.com/12/54/36/42/12543642_11899769_322.jpg
id:12104717,daddy:data/luxurybagscsv.csv,name:LOEWE  Hammock bag,brand:Loewe,price:HK$22377,description:Modern versatile multi-functional the Hammock it isn’t just a bag it is also a design piece. Crafted in Spain this chameleon bag can be worn in so many different ways: shoulder bag hand-held or even as a cross body different shapes for different moments of day. This oxblood and red calf leather 'Hammock' bag from Loewe features an adjustable shoulder strap an open top design top handles folded zippered sides a front zip pocket gold-tone hardware and an embossed logo.,color:OXBLOOD/ROUGE,style:38730EN27,imglink:https://cdn-images.farfetch-contents.com/12/10/47/17/12104717_10280478_322.jpg
id:12499500,daddy:data/luxurybagscsv.csv,name:LOEWE  Hammock Camo bag,brand:Loewe,price:HK$19218,description:Modern versatile multi-functional the Hammock it isn’t just a bag it is also a design piece. Crafted in Spain this chameleon bag can be worn in so many different ways: shoulder bag hand-held or even as a crossbody different shapes for different moments of day. Crafted in Spain this Hammock Camo bag from Loewe features round top handles an open top design a detachable and adjustable shoulder strap an embroidered anagram a front zip pocket and is finished with folded zipped sides.,color:GREEN PRINT,style:31234S348878,imglink:https://cdn-images.farfetch-contents.com/12/49/95/00/12499500_11906227_322.jpg
id:12470077,daddy:data/luxurybagscsv.csv,name:LOEWE  large Barcelona bag,brand:Loewe,price:HK$23432,description:Crafted in Spain Loewe`s Barcelona bag has a sophisticated and distinctive style embellished with geometric details taken from the Loewe archives. The aesthetic and versatility mixed with the functional and classic envelope shape makes it perfect for every day every occasion. This black leather  large Barcelona bag from Loewe features an adjustable shoulder strap a foldover top gold-tone hardware two main compartments and a central slit pocket.,color:BLACK,style:30274M14,imglink:https://cdn-images.farfetch-contents.com/12/47/00/77/12470077_11599306_322.jpg
id:12142475,daddy:data/luxurybagscsv.csv,name:FENDI small By The Way tote,brand:Fendi,price:HK$12390,description:Established in 1925 the entrepreneurial house of Fendi credits its success to three main factors—creativity technology and craftsmanship (in the highest sense). These attributes come to life in Fendi's signature furs (completely transformed shaped redesigned and reinterpreted by Fendi) and in innovative shoes and handbags that establish a new philosophy and define a style archetype. This dark blue leather small By The Way tote from the brand features top handles a top zip closure a detachable and adjustable shoulder strap a front centre logo stamp an internal logo patch multicolored stud appliqués at the top and two interior compartments divided by a zipped partition.,color:F09QQ,style:8BL124SQA,imglink:https://cdn-images.farfetch-contents.com/12/14/24/75/12142475_10157000_322.jpg
id:12501862,daddy:data/luxurybagscsv.csv,name:FENDI 3Jours top handle bag,brand:Fendi,price:HK$19800,description:With over ninety years of design under the belt of the Roman maison a Fendi handbag is a staple of any discerning lover of minimalism punctuated with a blithe spirit. This blue calf leather and lambskin 3Jours top handle bag is a classic and versatile style from the Italian label featuring round top handles a top zip closure and a hanging luggage tag.,color:F07ML,style:8BH2795C3,imglink:https://cdn-images.farfetch-contents.com/12/50/18/62/12501862_11685655_322.jpg
id:12231587,daddy:data/luxurybagscsv.csv,name:FENDI 3Jours tote bag,brand:Fendi,price:HK$17200,description:Italian fashion house Fendi now with Karl Lagerfeld at its creative helm is famed for its covetable collectibles like this mini 3Jours tote bag defined by its minimal and architectural lines. Crafted in Italy from the smoothest army green calf leather this compact design features round top handles a hanging leather tag silver-tone hardware a top zip fastening a hanging leather tag and is finished with hand-painted multicoloured edging. Carry your mini 3Jours crossbody bag by the handles or opt for a more practical solution with its detachable and adjustable shoulder strap sporting it across the body on busy city days.,color:F0R9Z GREEN/PALLADIUM,style:8BH3335QT,imglink:https://cdn-images.farfetch-contents.com/12/23/15/87/12231587_10502702_322.jpg
id:12371710,daddy:data/luxurybagscsv.csv,name:BALENCIAGA  Classic City Tote M,brand:Balenciaga,price:HK$16300,description:Balenciaga was founded in Paris almost a century ago and has since been recognised for its exceptionally precise designs and graceful simplicity. This black lamb skin medium Classic City tote bag is the ultimate day wear staple. The biker style piece feat,color:1000 BLACK,style:431621D94JT,imglink:https://cdn-images.farfetch-contents.com/12/37/17/10/12371710_11347446_322.jpg
id:12423323,daddy:data/luxurybagscsv.csv,name:BALENCIAGA  small Pink Leather City bag,brand:Balenciaga,price:HK$6440,description:Light pink leather Mini Pink Leather City cross body bag from Balenciaga featuring a detachable and adjustable shoulder strap a zip fastening a front zip compartment and signature studs and tassel details.,color:5850,style:488795D940T,imglink:https://cdn-images.farfetch-contents.com/12/42/33/23/12423323_11453110_322.jpg
id:12413293,daddy:data/luxurybagscsv.csv,name:GUCCI  Leather top handle bag with moth,brand:Gucci,price:HK$29900,description:Luxurious embellishments elevate Gucci’s leather top handle bag with moth to a profoundly prestigious rank amongst other bags. This brown leather accessory is accented with a mix of modern and vintage detailing. Originally designed for practicality the handbag features Moth in resin with mother of pearl effect an interior zipper pocket a bamboo handle leather shoulder strap and a detachable shoulder strap sprinkled with some of Gucci's signature appeal.,color:8944,style:4886910D51T,imglink:https://cdn-images.farfetch-contents.com/12/41/32/93/12413293_11470276_322.jpg
id:12086385,daddy:data/luxurybagscsv.csv,name:GUCCI  GG Marmont matelassé top handle bag,brand:Gucci,price:HK$24500,description:The medium GG Marmont top handle bag has a softly structured shape with hidden magnet closure and a smaller version of the Double G hardware. Made in matelassé leather with a cubic pattern and studs. Black matelassé leather with studs. Antique gold toned hardware. Double G. Five metal feetInterior center zip pocket and one open pocket. Double top handles with 4.5" drop. Detachable shoulder strap with 15.75" drop. Medium size: 13.75"W x 10"H x 6"D. Microfiber lining with a suede-like finish. Made in Italy.,color:1000 NOIR,style:443505DTD2T,imglink:https://cdn-images.farfetch-contents.com/12/08/63/85/12086385_9678466_322.jpg
id:12287721,daddy:data/luxurybagscsv.csv,name:PRADA  Trompe L'oeil shoulder bag,brand:Prada,price:HK$27939,description:Timeless yet innovative iconic Italian fashion house Prada balances uncompromised quality with a forward-thinking approach to design. This season the designer utilised a graphic Trompe L'oeil style as seen on this striking shoulder tote. Crafted in Italy from supple green silk velvet this piece is adorned with a red and gold cartoon-effect buckled print and a Prada logo. With a practical silhouette ideal for the girl on-the-go the piece also showcases a top handle a detachable and adjustable shoulder strap a foldover top and an internal zipped pocket.,color:F0002 NERO,style:1BA1342BLFVOCO,imglink:https://cdn-images.farfetch-contents.com/12/28/77/21/12287721_11314384_322.jpg
